tar,fuzzer,run,sample,replay_rc,server_rc,reproduced,note
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000000,sig:06,src:000003+000323,op:splice,rep:64",0,0,False,
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000001,sig:06,src:000235+000432,op:splice,rep:8",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000002,sig:06,src:000235+000432,op:splice,rep:8",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000003,sig:06,src:000391+000307,op:splice,rep:64",0,0,False,
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000004,sig:06,src:000229+000453,op:splice,rep:8",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000005,sig:06,src:000124+000458,op:splice,rep:32",0,0,False,
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000006,sig:06,src:000191+000364,op:splice,rep:4",0,0,False,
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000007,sig:06,src:000291+000480,op:splice,rep:16",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000008,sig:06,src:000291+000480,op:splice,rep:2",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000009,sig:06,src:000449,op:havoc,rep:2",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000010,sig:06,src:000401+000429,op:splice,rep:16",0,0,False,
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000011,sig:06,src:000453+000295,op:splice,rep:128",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000012,sig:06,src:000364,op:havoc,rep:32",0,0,False,
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000013,sig:06,src:000503,op:havoc,rep:128",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000014,sig:06,src:000402+000077,op:splice,rep:128",0,0,False,
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000015,sig:06,src:000481,op:havoc,rep:4",-9,0,False,replay_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000016,sig:06,src:000450,op:havoc,rep:32",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000017,sig:06,src:000482+000105,op:splice,rep:16",-9,0,False,replay_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000018,sig:06,src:000353,op:havoc,rep:128",0,0,False,
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000019,sig:06,src:000482+000489,op:splice,rep:16",-9,0,False,replay_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000020,sig:06,src:000508,op:havoc,rep:128",0,0,False,
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000021,sig:06,src:000462,op:havoc,rep:8",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000022,sig:06,src:000546,op:havoc,rep:128",0,0,False,
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000023,sig:06,src:000453,op:havoc,rep:128",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000024,sig:06,src:000491,op:havoc,rep:128",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000025,sig:06,src:000506+000553,op:splice,rep:8",0,0,False,
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000026,sig:06,src:000566,op:havoc,rep:64",-9,0,False,replay_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000027,sig:06,src:000615,op:havoc,rep:2",0,0,False,
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000028,sig:06,src:000614,op:havoc,rep:128",0,0,False,
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000029,sig:06,src:000575,op:havoc,rep:128",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000030,sig:06,src:000573+000598,op:splice,rep:128",-9,0,False,replay_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000031,sig:06,src:000612,op:havoc,rep:2",0,0,False,
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000032,sig:06,src:000573,op:havoc,rep:8",-9,0,False,replay_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000033,sig:06,src:000573+000131,op:splice,rep:128",-9,0,False,replay_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000034,sig:06,src:000630,op:havoc,rep:4",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000035,sig:06,src:000684+000639,op:splice,rep:4",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000036,sig:06,src:000602,op:havoc,rep:128",-9,0,False,replay_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000037,sig:06,src:000662+000486,op:splice,rep:128",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000038,sig:06,src:000622+000221,op:splice,rep:8",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000039,sig:06,src:000691,op:havoc,rep:128",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000040,sig:06,src:000449,op:havoc,rep:128",0,0,False,server_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000041,sig:06,src:000464,op:havoc,rep:16",-9,0,False,replay_timeout
out-bftpd-aflnet_2.tar.gz,aflnet_2,,"id:000042,sig:06,src:000688+000033,op:splice,rep:64",0,0,False,server_timeout
