tar,fuzzer,run,sample,replay_rc,server_rc,reproduced,note
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000000,sig:06,src:000002+000305,op:splice,rep:2",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000001,sig:06,src:000148+000326,op:splice,rep:16",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000002,sig:06,src:000148+000326,op:splice,rep:4",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000003,sig:06,src:000148+000326,op:splice,rep:64",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000004,sig:06,src:000351+000322,op:splice,rep:8",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000005,sig:06,src:000036+000432,op:splice,rep:16",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000006,sig:06,src:000275+000384,op:splice,rep:4",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000007,sig:06,src:000295,op:havoc,rep:32",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000008,sig:06,src:000326+000357,op:splice,rep:64",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000009,sig:06,src:000392+000370,op:splice,rep:16",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000010,sig:06,src:000392+000370,op:splice,rep:4",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000011,sig:06,src:000330,op:havoc,rep:8",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000012,sig:06,src:000293,op:havoc,rep:2",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000013,sig:06,src:000092+000435,op:splice,rep:64",-9,0,False,replay_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000014,sig:06,src:000371,op:havoc,rep:128",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000015,sig:06,src:000500,op:havoc,rep:8",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000016,sig:06,src:000504,op:havoc,rep:16",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000017,sig:06,src:000530,op:havoc,rep:32",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000018,sig:06,src:000530+000223,op:splice,rep:128",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000019,sig:06,src:000092+000244,op:splice,rep:128",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000020,sig:06,src:000505,op:havoc,rep:64",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000021,sig:06,src:000464,op:havoc,rep:64",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000022,sig:06,src:000500,op:havoc,rep:8",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000023,sig:06,src:000365+000514,op:splice,rep:64",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000024,sig:06,src:000365+000453,op:splice,rep:2",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000025,sig:06,src:000518,op:havoc,rep:2",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000026,sig:06,src:000573,op:havoc,rep:4",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000027,sig:06,src:000573+000559,op:splice,rep:64",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000028,sig:06,src:000502,op:havoc,rep:2",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000029,sig:06,src:000554+000326,op:splice,rep:2",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000030,sig:06,src:000577+000557,op:splice,rep:64",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000031,sig:06,src:000597,op:havoc,rep:32",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000032,sig:06,src:000393,op:havoc,rep:2",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000033,sig:06,src:000368+000534,op:splice,rep:4",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000034,sig:06,src:000397+000460,op:splice,rep:16",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000035,sig:06,src:000460+000459,op:splice,rep:64",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000036,sig:06,src:000623+000591,op:splice,rep:8",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000037,sig:06,src:000624,op:havoc,rep:2",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000038,sig:06,src:000622,op:havoc,rep:4",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000039,sig:06,src:000604+000620,op:splice,rep:4",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000040,sig:06,src:000003+000466,op:splice,rep:16",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000041,sig:06,src:000344+000470,op:splice,rep:128",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000042,sig:06,src:000588,op:havoc,rep:32",-9,0,False,replay_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000043,sig:06,src:000213+000651,op:splice,rep:32",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000044,sig:06,src:000654,op:havoc,rep:16",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000045,sig:06,src:000657+000653,op:splice,rep:64",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000046,sig:06,src:000677,op:havoc,rep:64",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000047,sig:06,src:000617+000620,op:splice,rep:128",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000048,sig:06,src:000678,op:havoc,rep:128",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000049,sig:06,src:000388+000124,op:splice,rep:128",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000050,sig:06,src:000664,op:havoc,rep:128",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000051,sig:06,src:000682+000669,op:splice,rep:2",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000052,sig:06,src:000575,op:havoc,rep:64",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000053,sig:06,src:000601,op:havoc,rep:8",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000054,sig:06,src:000601+000606,op:splice,rep:32",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000055,sig:06,src:000608,op:havoc,rep:16",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000056,sig:06,src:000685,op:havoc,rep:8",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000057,sig:06,src:000635+000095,op:splice,rep:16",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000058,sig:06,src:000464,op:havoc,rep:4",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000059,sig:06,src:000606,op:havoc,rep:2",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000060,sig:06,src:000284+000740,op:splice,rep:2",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000061,sig:06,src:000593,op:havoc,rep:64",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000062,sig:06,src:000705,op:havoc,rep:16",-9,0,False,replay_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000063,sig:06,src:000751,op:havoc,rep:16",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000064,sig:06,src:000765,op:havoc,rep:128",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000065,sig:06,src:000407+000779,op:splice,rep:64",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000066,sig:06,src:000435,op:havoc,rep:128",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000067,sig:06,src:000791,op:havoc,rep:16",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000068,sig:06,src:000772+000702,op:splice,rep:16",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000069,sig:06,src:000123+000727,op:splice,rep:32",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000070,sig:06,src:000468+000050,op:splice,rep:128",0,0,False,
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000071,sig:06,src:000742+000817,op:splice,rep:128",0,0,False,server_timeout
out-bftpd-aflnet_10.tar.gz,aflnet_10,,"id:000072,sig:06,src:000761+000101,op:splice,rep:128",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000000,sig:06,src:000128+000296,op:splice,rep:8",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000001,sig:06,src:000270+000266,op:splice,rep:32",-9,0,False,replay_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000002,sig:06,src:000236+000333,op:splice,rep:8",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000003,sig:06,src:000062+000395,op:splice,rep:64",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000004,sig:06,src:000003+000328,op:splice,rep:8",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000005,sig:06,src:000331+000227,op:splice,rep:64",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000006,sig:06,src:000180+000382,op:splice,rep:8",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000007,sig:06,src:000079+000378,op:splice,rep:64",0,0,False,
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000008,sig:06,src:000079+000331,op:splice,rep:32",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000009,sig:06,src:000409,op:havoc,rep:2",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000010,sig:06,src:000409,op:havoc,rep:16",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000011,sig:06,src:000409+000185,op:splice,rep:2",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000012,sig:06,src:000490,op:havoc,rep:64",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000013,sig:06,src:000432+000482,op:splice,rep:16",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000014,sig:06,src:000270+000050,op:splice,rep:16",0,0,False,
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000015,sig:06,src:000456+000434,op:splice,rep:128",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000016,sig:06,src:000504,op:havoc,rep:16",-9,0,False,replay_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000017,sig:06,src:000402,op:havoc,rep:2",-9,0,False,replay_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000018,sig:06,src:000555,op:havoc,rep:2",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000019,sig:06,src:000530+000209,op:splice,rep:64",-9,0,False,replay_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000020,sig:06,src:000530+000120,op:splice,rep:32",-9,0,False,replay_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000021,sig:06,src:000530+000500,op:splice,rep:64",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000022,sig:06,src:000529+000402,op:splice,rep:128",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000023,sig:06,src:000257+000558,op:splice,rep:32",-9,0,False,replay_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000024,sig:06,src:000481+000564,op:splice,rep:8",-9,0,False,replay_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000025,sig:06,src:000545,op:havoc,rep:128",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000026,sig:06,src:000508,op:havoc,rep:8",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000027,sig:06,src:000605+000440,op:splice,rep:16",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000028,sig:06,src:000566,op:havoc,rep:2",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000029,sig:06,src:000359+000394,op:splice,rep:16",0,0,False,server_timeout
out-bftpd-aflnet_5.tar.gz,aflnet_5,,"id:000030,sig:06,src:000390,op:havoc,rep:4",0,0,False,server_timeout
